"","Country.Name","Country.Code","Indicator.Name","Indicator.Code","X1960","X1961","X1962","X1963","X1964","X1965","X1966","X1967","X1968","X1969","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","test_var"
"230","Heavily indebted poor countries (HIPC)","HPC","International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.593474178,7.18011521,6.508429542,5.572116355,5.930616133,5.218070506,4.776653204,4.281017058,4.441757713,NA,NA,1
"231","Kenya","KEN","Population in the largest city (% of urban population)","EN.URB.LCTY.UR.ZS",49.03824562,49.88641088,50.73149716,50.38663015,49.8680856,49.34599208,48.81684448,48.27772057,47.73561763,47.17581997,45.81510841,44.34463004,42.9088271,41.51211782,40.16024373,38.85398191,37.59098481,36.37629221,35.20444,34.07301948,33.99019656,34.07481642,34.15975774,34.25130181,34.35674456,34.47713338,34.62027666,34.78794454,34.98230349,35.20041832,35.14365736,35.05984555,35.00704962,34.98845126,35.02318763,35.11454077,35.26424011,35.45986713,35.68706877,35.9231566,35.82535023,35.65704923,35.48150323,35.29941892,35.11725565,34.93587234,34.75799987,34.58054778,34.40451674,34.2264098,34.04861691,33.86570325,33.68183798,33.50140241,33.32943805,NA,1
"232","Benin","BEN","Percentage of teachers in primary education who are trained, both sexes (%)","SE.PRM.TCAQ.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.69818878,64.99717712,NA,NA,77.99960327,72.17684174,NA,NA,NA,NA,40.39822006,42.63103104,46.8895607,NA,NA,NA,NA,1
"233","Cote d'Ivoire","CIV","Average working hours of children, study and work, male, ages 7-14 (hours per week)","SL.TLF.0714.SW.MA.TM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,NA,NA,NA,1
"234","Equatorial Guinea","GNQ","PPG, multilateral (NTR, current US$)","DT.NTR.MLAT.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"235","Sweden","SWE","Primary to secondary general education transition rate, both sexes (%)","SE.SEC.PROG.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.9851532,99.92360687,99.95146942,98.9931488,99.84374237,99.88141632,99.9492569,99.90685272,99.91092682,99.78063965,99.75810242,99.84619141,99.84748077,99.93412018,NA,NA,NA,1
"236","Hong Kong SAR, China","HKG","Percentage of repeaters in primary education, all grades, male (%)","SE.PRM.REPT.MA.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.94498,4.30542,4.37249,3.58609,2.78795,2.41798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.996339977,1.011420012,1.034800053,1.023069978,1.047709942,1.079749942,0.980210006,0.940400004,0.853079975,0.825190008,0.672969997,NA,NA,1
"237","Maldives","MDV","PNG, bonds (DIS, current US$)","DT.DIS.PNGB.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1
"238","China","CHN","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.1224185,114.9158097,111.8815662,118.2268472,114.5952299,103.2326474,96.76028784,94.42746009,93.17145772,89.55377994,90.32671021,88.85249888,NA,NA,1
"239","Colombia","COL","Electric power transmission and distribution losses (% of output)","EG.ELC.LOSS.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.87784396,14.3630664,14.3115163,14.20507269,15.44350785,15.71574493,15.40276594,15.79220181,15.91686398,16.1547491,16.06102902,16.46830764,16.75180092,16.46635566,15.68568979,15.92592593,22.47198146,22.93408458,21.51558479,21.19261765,21.06515274,19.69099077,21.35428823,22.06766645,22.38271374,22.46898206,22.82927923,23.6318685,24.62986315,22.38608696,19.36835321,19.39745127,19.49034185,19.51768941,19.50652601,19.44573607,20.18687527,19.30351461,14.7106686,15.37594238,12.17932956,12.38108988,NA,NA,NA,1
"240","Solomon Islands","SLB","Average time to clear exports through customs (days)","IC.CUS.DURS.EX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"241","Somalia","SOM","PPG, bilateral (TDS, current US$)","DT.TDS.BLAT.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232000,490000,1119000,1827000,1764000,1975000,1694000,1948000,2642000,3470000,3360000,2420000,2236000,2564000,3339000,2347000,2171000,1945000,70000,9090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1
"242","Niger","NER","Agricultural land (sq. km)","AG.LND.AGRI.K2",NA,315000,315000,315000,315000,315000,315000,315000,321770,321760,312000,312300,311770,308140,297800,297800,297800,297800,297800,299580,307200,302800,303600,310100,307800,307800,312800,310120,313000,314050,330470,341050,350000,350000,350000,360000,360000,360000,360000,370000,370000,380000,380000,384120,384720,429650,429890,437820,437820,437820,439820,444820,447820,447820,NA,NA,1
"243","Georgia","GEO","Service imports (BoP, current US$)","BM.GSR.NFSV.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635789813.8,733335073.6,934708036.5,1246189443,977642034.9,1092506146,1265208779,1447404022,1561911164,1682996659,NA,1
"244","Pacific island small states","PSS","Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports)","TM.VAL.MRCH.R1.ZS",9.466019417,0,7.390300231,6.692913386,4.207668413,2.236253617,3.289705512,2.758781383,1.225155059,1.663182932,1.270796056,1.800595423,1.560199887,1.399261896,2.353442973,2.048939077,2.368784833,2.704872443,1.13011232,2.515430448,3.156873162,3.219465175,3.698014421,4.349769602,4.262406404,4.588437253,2.896997848,5.179702016,5.684833444,4.554396131,3.486918049,5.059608679,7.463266005,5.586642881,6.575986914,6.347387265,6.288538662,7.672363639,9.129088653,8.543992843,11.25360296,12.16936711,12.91899655,12.35405424,14.28296535,14.39068419,16.12990246,17.00245001,17.99605125,21.75597396,18.54870008,22.57799648,23.0026857,31.26205036,27.60571117,NA,1
"245","Sierra Leone","SLE","Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)","DT.AMT.DPNG.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"246","Germany","DEU","Trade (% of GDP)","NE.TRD.GNFS.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.81554837,30.94590031,30.83443706,31.80778412,37.07443906,36.02558165,38.49724867,38.2301506,37.30362556,39.35521009,41.99389305,44.33021248,44.53494532,43.72017398,46.39590118,48.07367909,43.085753,41.82644759,42.66626056,45.36462533,46.01419185,47.97455374,45.05002006,40.64430528,42.07295019,43.5447211,44.99672952,49.60103503,51.58287212,53.3694452,61.3899966,61.97779664,60.77300852,61.51913445,65.85610978,70.42119034,77.0821686,79.37053115,80.94490464,70.66504625,79.30307822,84.74773595,85.88922849,84.97071773,84.71493492,NA,1
"247","Northern Mariana Islands","MNP","Net taxes on products (current LCU)","NY.TAX.NIND.CN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"248","Cambodia","KHM","Commercial banks and other lending (PPG + PNG) (NFL, current US$)","DT.NFL.PCBO.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12796000,-3200000,-3198000,-3200000,-3198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1
"249","Mexico","MEX","Fertility rate, total (births per woman)","SP.DYN.TFRT.IN",6.783,6.776,6.771,6.768,6.767,6.769,6.773,6.777,6.775,6.76,6.72,6.643,6.525,6.364,6.164,5.932,5.679,5.418,5.163,4.924,4.705,4.51,4.334,4.174,4.029,3.898,3.778,3.669,3.566,3.468,3.375,3.285,3.199,3.117,3.04,2.966,2.896,2.831,2.77,2.712,2.659,2.61,2.565,2.523,2.484,2.448,2.413,2.379,2.346,2.313,2.281,2.248,2.216,2.185,NA,NA,1
"250","Latin America & Caribbean (developing only)","LAC","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.436430226,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.435325603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"251","Moldova","MDA","Arable land (hectares per person)","AG.LND.ARBL.HA.PC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.468429574,0.471223994,0.476564617,0.482435983,0.487219951,0.489025255,0.492234306,0.496846587,0.501979343,0.509161324,0.508685747,0.510673774,0.510551632,0.509848306,0.507641256,0.509378206,0.510068603,0.509591082,0.508977287,0.508709866,0.509619418,0.51031792,NA,NA,1
"252","St. Kitts and Nevis","KNA","Emigration rate of tertiary educated (% of total tertiary educated population)","SM.EMI.TERT.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.75435664,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.49516595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"253","Sri Lanka","LKA","Tariff rate, most favored nation, simple mean, primary products (%)","TM.TAX.TCOM.SM.FN.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.18,NA,NA,32.08,32.13,NA,NA,29.67,NA,NA,14.39,14.18,NA,NA,16.86,16.98,17.6,17.48,NA,17.55,16.08,14.8,16.69,NA,NA,NA,1
"254","Yemen, Rep.","YEM","Gross fixed capital formation (constant LCU)","NE.GDI.FTOT.KN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"255","Rwanda","RWA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN",22.98,22.652,22.307,21.953,21.599,21.264,20.972,20.735,20.557,20.438,20.372,20.348,20.343,20.329,20.284,20.166,19.93,19.573,19.111,18.577,17.953,17.211,16.425,15.731,15.297,15.578,17.099,19.997,24.116,29.082,34.043,37.934,39.965,39.717,37.2,32.886,27.619,22.471,18.267,15.333,13.709,13.121,12.954,12.72,12.274,11.569,10.667,9.754,8.971,8.341,7.869,7.532,7.278,7.062,NA,NA,1
"256","Guatemala","GTM","Percentage of enrolment in secondary education in private institutions (%)","SE.SEC.PRIV.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.52832031,NA,73.93800354,73.86148834,73.67015076,74.0413208,74.11652374,67.33831787,62.4968605,60.30913925,61.09574127,62.28852081,NA,NA,1
"257","Lesotho","LSO","IMF repurchases and charges (TDS, current US$)","DT.TDS.DIMF.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,90000,98000,227000,229000,753000,0,1000,6000,17000,27000,29000,27000,178000,448000,855000,1163000,1285000,1128000,742000,260000,144000,113000,154000,1610000,2958000,3676000,4414000,4985000,6243000,5429000,4530000,3999000,2736000,843000,342000,924000,3059000,5192000,6192000,7642000,7229000,4827000,2735000,1619000,NA,1
"258","Brunei Darussalam","BRN","Stocks traded, total value (% of GDP)","CM.MKT.TRAD.GD.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"259","Slovak Republic","SVK","Percentage of male teachers in primary education who are trained, male (%)","SE.PRM.TCAQ.MA.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"260","Angola","AGO","Rural population (% of total population)","SP.RUR.TOTL.ZS",89.565,89.202,88.796,88.376,87.942,87.496,87.035,86.559,86.068,85.564,85.043,84.566,84.125,83.676,83.215,82.745,82.263,81.772,81.27,80.758,80.234,79.701,79.157,78.602,78.035,77.459,76.872,76.275,75.666,75.048,74.418,73.779,73.128,72.47,71.8,71.12,70.43,69.732,69.025,68.308,67.581,66.848,66.105,65.355,64.595,63.831,63.058,62.278,61.491,60.701,59.903,59.1,58.301,57.51,56.726,NA,1
"261","Sudan","SDN","Tariff rate, most favored nation, simple mean, manufactured products (%)","TM.TAX.MANF.SM.FN.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.49,NA,NA,NA,NA,NA,22.95,NA,NA,NA,18.43,NA,18.46,18.46,18.07,18.07,NA,19.13,NA,NA,1
"262","Burundi","BDI","Adjusted savings: energy depletion (% of GNI)","NY.ADJ.DNGY.GN.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
"263","Suriname","SUR","Manufacturing, value added (% of GDP)","NV.IND.MANF.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.74366658,21.25762553,18.42200835,18.22963023,17.88460103,18.56046494,17.97812396,14.2442594,12.67523364,13.03658698,13.21394308,13.69528002,11.46451329,12.8429219,12.90089221,10.28555586,8.222572651,7.755034115,8.172942817,9.949015629,13.65850575,10.75034919,10.43425612,9.137784706,9.037637063,8.998943979,6.746929566,14.64750168,14.11057354,16.61628669,18.39442321,25.11641881,19.16767922,20.1262502,17.02194852,17.35742363,17.60196618,17.72183955,16.40687053,NA,NA,1
"264","Turks and Caicos Islands","TCA","Net financial flows, RDB concessional (NFL, current US$)","DT.NFL.RDBC.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"265","Curacao","CUW","Mortality rate, infant (per 1,000 live births)","SP.DYN.IMRT.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"266","Northern Mariana Islands","MNP","Presence of peace keepers (number of troops, police, and military observers in mandate)","VC.PKP.TOTL.UN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"267","Qatar","QAT","Children in employment, total (% of children ages 7-14)","SL.TLF.0714.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"268","Not classified","INX","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"269","Equatorial Guinea","GNQ","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"270","Tuvalu","TUV","Gross enrolment ratio, secondary, both sexes (%)","SE.SEC.ENRR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.51177216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.97251129,NA,NA,1
"271","Europe & Central Asia (developing only)","ECA","Net incurrence of liabilities, domestic (% of GDP)","GC.FIN.DOMS.GD.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.838816355,NA,NA,0.062325037,0.183869328,1.343334664,0.595371121,1.135749915,1.172587508,NA,NA,NA,1
"272","Turkmenistan","TKM","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149057000,69848000,32337000,27259000,128382000,109201000,277637000,292580000,104161000,34384000,87203000,67512000,24890000,9065000,38875000,25551000,22410000,17946000,13569000,45562000,46016000,23029000,25415000,1
"273","High income: nonOECD","NOC","Other taxes (current LCU)","GC.TAX.OTHR.CN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"274","OECD members","OED","Currency composition of PPG debt, all other currencies (%)","DT.CUR.OTHC.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"275","Georgia","GEO","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"276","Estonia","EST","Merchandise exports to economies in the Arab World (% of total merchandise exports)","TX.VAL.MRCH.AL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.348886726,0.466353733,0.107531099,0.245477513,0.416183394,0.487035155,0.719449732,0.596764004,0.640896409,0.678490738,0.527345487,0.313247667,0.307235028,0.967062186,1.167153685,0.771493149,1.027324214,0.572117345,0.579350201,0.779173022,0.891558062,0.876090155,NA,1
"277","Bangladesh","BGD","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2,NA,NA,NA,0.6,0.3,0.2,0.4,0.2,0.2,0.3,1.7,0.2,0.5,0.9,0.8,0.9,0.9,0.9,0.9,0.7,1.1,NA,NA,NA,1.9,NA,1.6,NA,NA,1
"278","Namibia","NAM","Procedures to enforce a contract (number)","IC.LGL.PROC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"279","Liberia","LBR","Health expenditure per capita (current US$)","SH.XPD.PCAP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.32850749,9.72853253,10.81766192,11.00431381,9.47151959,4.50122074,12.86755935,13.32028646,18.42379768,21.47498193,27.36869302,42.78431556,37.56946137,45.55504564,38.96257428,44.37104005,NA,NA,1
"280","Romania","ROM","Exports of goods and services (current US$)","NE.EXP.GNFS.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6406249829,5103947368,6981666667,6067763158,7488942598,9798966552,9941972105,10295159319,9596101848,10024522272,12248191994,13419152816,16264710331,20680090361,27161319974,32809005732,39604948380,49994463356,56072928659,45826779917,54266402341,68298169652,64311660227,76136602662,81865490266,NA,1
"281","Myanmar","MMR","PPG, commercial banks (TDS, current US$)","DT.TDS.PCBK.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3549000,16069000,21240000,37140000,8156000,7383000,7624000,8587000,9518000,4066000,5914000,4757000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1
"282","Peru","PER","Informal payments to public officials (% of firms)","IC.FRM.CORR.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,21.4,NA,NA,NA,NA,NA,1
"283","Congo, Dem. Rep.","ZAR","Unemployment with tertiary education (% of total unemployment)","SL.UEM.TERT.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"284","Channel Islands","CHI","PNG, bonds (NFL, current US$)","DT.NFL.PNGB.CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"285","Malawi","MWI","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
